Symbol,Name
01315,GREEN ECONOMY
01316,NEXTEER
01317,MAPLELEAF EDU
01319,OIWAHPAWN
01321,CHINA NEWCITY
01323,HUASHENG INTL
01326,TRANSMIT ENT
01327,LUXXU GROUP
01328,GOLDSTREAM INV
01329,CAPITAL GRAND
01330,DYNAGREEN ENV
01332,TOUYUN BIOTECH
01333,CHINA ZHONGWANG
01335,SHEEN TAI
01336,NCI
01338,BAWANG GROUP
01339,PICC GROUP
01340,HUISHENG INTL
01341,HAO TIAN INTL
01343,WEI YUAN HLDG
01345,PIONEER PHARM
01346,LEVER STYLE
01347,HUA HONG SEMI
01348,QUALI-SMART
01349,FUDANZHANGJIANG
01351,BRIGHT FUTURE
01355,LEGEND STRAT
01357,MEITU
01358,PW MEDTECH
01359,CHINA CINDA
01360,NOVA GROUP
01361,361 DEGREES
01362,SIS MOBILE
01365,RUNDONG AUTO
01366,JIANGNAN GP
01368,XTEP INT'L
01370,AOWEI HOLDING
01371,CHINA ECOTOUR
01372,C CARBONNEUTRAL
01373,IH RETAIL
01375,CC SECURITIES
01376,RAFFLESINTERIOR
01378,CHINAHONGQIAO
01379,WENLING MCT
01380,CHI KINGSTONE
01381,CANVEST ENV
01382,PACIFICTEXTILES
01383,LET GROUP
01385,SHANGHAI FUDAN
01386,VESTATE GROUP
01387,CHINA DILI
01388,EMBRY HOLDINGS
01389,MAJOR HLDGS
01393,HIDILI INDUSTRY
01395,ELL ENV
01396,GD-HKGB-NEW
01397,BAGUIO GREEN
01398,ICBC
01399,VESON HLDG
01400,MOODY TECH HLDG
01401,SPROCOMM INTEL
01402,I-CONTROL
01406,CLARITY MEDICAL
01408,MACAU E&M
01410,EDVANCE INTL
01412,Q P GROUP
01413,KWONG LUEN ENG
01415,COWELL
01416,CTR HOLDINGS
01417,RIVERINE CHINA
01418,SINOMAX GROUP
01419,HUMAN HEALTH
01420,CHUAN HOLDING
01421,KINGBO STRIKE
01425,JUSTIN ALLEN H
01427,CH TIANBAO GP
01428,BRIGHT SMART
01429,SKYMISSION GP
01431,YST DAIRY
01432,CHINA SHENGMU
01433,CIRTEK HLDGS
01439,MOBILE INTERNET
01440,DEYUN HOLDING
01442,INFINITY L&T
01443,FULUM GP HLDG
01446,HUNGFOOKTONG
01447,SFK
01448,FU SHOU YUAN
01449,LEADER EDU
01450,CENTURY SAGE
01451,MS GROUP HLDGS
01452,DENOX ENV
01455,FOURACE IND GP
01456,GUOLIAN SEC
01458,ZHOU HEI YA
01459,JUJIANG CONS
01460,ICO GROUP
01461,ZHONGTAIFUTURES
01463,C-LINK SQ
01466,AFFLUENTPARTNER
01468,KINGKEY FIN INT
01469,GET NICE FIN
01470,PROSPER ONE
01472,SANG HING HLDGS
01473,PANGAEA CONNECT
01475,NISSIN FOODS
01476,HENGTOU SEC
01477,OCUMENSION-B
01478,Q TECH
01480,YAN TAT GROUP
01481,SMART GLOBE
01483,NET-A-GO TECH
01486,C CHENG HLDGS
01488,BEST FOOD HLDG
01489,GC CONSTRUCTION
01490,CHESHI TECH
01495,JIYI HOLDINGS
01496,AP RENTALS
01498,PURAPHARM
01499,OKG TECH
01500,INCON
01501,KDL MEDICAL
01502,FIN STREET PPT
01508,CHINA RE
01513,LIVZON PHARMA
01515,CR MEDICAL
01516,SUNAC SERVICES
01518,NC HEALTHCARE
01520,VIRTUAL MIND
01521,FRONTAGE
01522,BII TRANS TECH
01523,PLOVER BAY TECH
01525,GENCH EDU
01526,RICI HEALTH
01527,TENGY ENV
01528,RS MACALLINE
01529,YUES INTL HLDG
01530,3SBIO
01532,CHINA PARTYTIME
01536,YUK WING GP
01538,ZHONG AO HOME
01539,UNITY GP HLDGS
01540,LEFTFIELD PRINT
01542,TAIZHOU WATER
01543,JOIN-SHARE
01545,DESIGN CAPITAL
01546,THELLOY DEV
01547,IBI GROUP HLDGS
01548,GENSCRIPT BIO
01549,EVER HARVEST GP
01551,GRCB
01552,BHCC HOLDING
01553,MAIKE TUBE
01555,MIE HOLDINGS
01556,CHINNEY KW
01557,K.H. GP HLDGS
01558,HEC PHARM
01559,KWAN ON HLDGS
01560,STAR GROUP CO
01561,PAN ASIA DATA H
01563,IA FIN LEASING
01565,VIRSCEND EDU
01566,CA CULTURAL
01568,SUNDART HLDGS
01569,MINSHENG EDU
01570,WEIYE HOLDINGS
01571,XIN POINT HOLD
01572,CHINA ART FIN
01575,MORRIS HOME
01576,QILU EXPRESSWAY
01577,HUIXIN CREDIT
01578,BANK OF TIANJIN
01579,YIHAI INTL
01580,DA SEN HLDGS
01581,PROGRESSIVE P
01582,CR CONSTRUCTION
01583,QINQIN FOODS
01585,YADEA
01586,LEON INSPECTION
01587,SHINEROAD INTL
01588,CHANJET
01591,SHUN WO GROUP
01592,ANCHORSTONE
01593,CHEN LIN EDU
01596,YICHEN IND
01597,NATURE ENERGY T
01598,21CENTURY EDU
01599,UCD
01600,TIAN LUN GAS
01601,ZGC TEC LEASING
01606,CDB LEASING
01608,VPOWER GROUP
01609,CHONG KIN GP
01610,COFCO JOYCOME
01611,HUOBI TECH
01612,VINCENT MED
01613,SYNERTONE
01615,AB BUILDERS
01616,A METAVERSE
01617,NANFANG COMM
01618,MCC
01620,CINESE INTL
01621,VICO INTL HLDGS
01622,REDCO GROUP
01623,HILONG
01626,JIA YAO HLDGS
01627,ABLE ENG HLDGS
01628,YUZHOU GROUP
01629,CHAMP ALLI INTL
01630,KIN SHING HLDGS
01631,REF HOLDINGS
01632,MSCTECH
01633,SHEUNG YUE GP
01635,DZUG
01636,CMRU
01637,SH GROUP HLDG
01638,KAISA GROUP
01640,RUICHENG CHINA
01643,MODERN CHI MED
01645,HAINA INTEL
01647,GRANDSHORES
01650,HYGIEIA GROUP
01651,TSUGAMI CHINA
01652,FUSEN PHARM
01653,MOS HOUSE
01655,OKURA HOLDINGS
01656,ISDN HOLDINGS
01657,SG GROUP HLDGS
01658,PSBC
01660,ZHAOBANGJI PPT
01661,WISDOM SPORTS
01662,YEE HOP HLDGS
01663,S HARBOURHOLD
01665,PENTAMASTER
01666,TONG REN TANG
01667,MILESTONE BUILD
01668,CHINASOUTHCITY
01669,GIC GROUP
01671,TIANBAO ENERGY
01672,ASCLETIS-B
01673,HUAZHANG TECH
01675,ASIAINFO TECH
01676,SHENGHAI GROUP
01679,RISECOMM GP
01680,MACAU LEGEND
01681,CONSUN PHARMA
01682,HP LIVING TECH
01683,HOPE LIFE INT
01685,BOER POWER
01686,SUNEVISION
01689,HUAXIHOLDINGS
01690,LAP KEI ENGRG
01691,JS GLOBAL LIFE
01692,TOWNRAY HLDGS
01693,BGMC
01695,S&P INTL HLDG
01696,SISRAM MED
01697,SDITC
01698,TME-SW
01699,PUTIAN FOOD
01701,TU YI HLDG
01702,DONGGUANG CHEM
01703,PALACE BANQUET
01705,B & S INTL HLDG
01706,SHUANG YUN HLDG
01707,GEOTECH HLDGS
01708,SAMPLE TECH
01709,DL HOLDINGS GP
01710,TRIO IND ELEC
01711,ULFERTS
01712,DRAGON MINING
01713,SICHUAN EN INV
01715,MIJI INTL HLDGS
01716,MOST KWAI CHUNG
01717,AUSNUTRIA
01718,WAN KEI GROUP
01719,CIL GROUP
01720,PUTIAN COMM
01721,FSM HOLDINGS
01722,KIN PANG HLDGS
01723,HK ASIA HLDGS
01725,HK AERO TECH
01726,HKE HOLDINGS
01727,HEBEI CONS
01728,ZHENGTONGAUTO
01729,TIME INTERCON
01730,LHN
01731,PROSPEROUS IND
01732,XIANGXING INT
01733,E-COMMODITIES
01735,CENTRAL HOLDING
01736,PARENTING NET
01737,A & S GROUP
01738,FS ANTHRACITE
01739,QEEKA HOME
01740,VALUES CULTURAL
01741,RI YING HLDGS
01742,HPC HOLDINGS
01745,LVJI TECH
01746,MAN SHUN GP
01747,HOME CONTROL
01748,XIN YUAN ENT
01749,SHANSHAN
01750,REM GROUP HLDGS
01751,KINGLAND GROUP
01752,TOP EDUCATION
01753,DUIBA
01755,S-ENJOY SERVICE
01756,C VOCATIONAL ED
01757,AFFLUENT FDN
01758,BOJUN EDU
01759,SINO GAS HLDGS
01760,INTRON TECH
01761,BABYTREE GROUP
01762,WANKA ONLINE
01763,CIRC
01765,HOPE EDU
01766,CRRC
01767,TS WONDERS
01769,SCHOLAR EDU
01771,SUNFONDA GP
01772,GANFENGLITHIUM
01773,TIANLI INT HLDG
01775,BEXCELLENT GP
01776,GF SEC
01777,FANTASIA
01778,COLOUR LIFE
01780,B & D STRATEGIC
01782,VIXTEL TECH
01783,GOLDEN PONDER
01785,CHENGDU EXPWAY
01786,CRCCE
01787,SD GOLD
01788,GUOTAI JUNAN I
01789,AK MEDICAL
01790,TIL ENVIRO
01792,CMON
01793,WECON HOLDINGS
01795,YADONG GROUP
01796,YIELD GO HLDGS
01797,KOOLEARN
01798,DATANG RENEW
01799,XINTE ENERGY
01800,CHINA COMM CONS
01801,INNOVENT BIO
01802,WENYE GROUP
01803,BJ SPORTS & ENT
01808,ENTERPRISE DEV
01809,PRINX CHENGSHAN
01810,XIAOMI-W
01811,CGN NEW ENERGY
01812,CHENMING PAPER
01813,KWG GROUP
01815,CSMALL
01816,CGN POWER
01817,MULSANNE GROUP
01818,ZHAOJIN MINING
01820,PM PACKAGING
01821,ESR
01822,CHINA WOOD INT
01823,HUAYUEXPRESSWAY
01825,STERLING GP
01826,FDB HOLDINGS
01827,MIRICOR
01830,PERFECT MEDICAL
01831,SHIFANG HLDG
01832,SAI LEISURE
01833,PA GOODDOCTOR
01835,REALWAY CAPITAL
01836,STELLA HOLDINGS
01837,NATURAL FOOD IH
01838,CHINAPROPERTIES
01839,CIMC VEHICLES
01841,A.PLUS GROUP
01842,GROWN UP GROUP
01843,SNACK EMPIRE
01845,WG ENV TECH
01846,EUROEYES
01847,GHPC
01848,CALC
01849,AM GROUP
01850,WINDMILL GP
01851,GINGKO EDU
01853,CHUNCHENG HEAT
01854,CHINA WANTIAN
01855,ZONBONG ENVIRO
01856,ERNEST BOREL
01857,CEB WATER
01858,CHUNLI MEDICAL
01859,BRIGHT CULTURE
01860,MOBVISTA
01861,PRECIOUS DRAGON
01862,JINGRUI HLDGS
01863,CHI LONGEVITY
01865,TRENDZON HLDG
01866,CHINA XLX FERT
01867,STD DEV GROUP
01868,NEO-NEON
01869,LI BAO GE GP
01870,ACME INTL HLDGS
01871,CHINA ORIENTED
01872,GUAN CHAO HLDGS
01873,VIVA BIOTECH
01875,TOT BIOPHARM-B
01876,BUD APAC
01877,JUNSHI BIO
01878,SOUTHGOBI-S
01880,CTG DUTY-FREE
01882,HAITIAN INT'L
01883,CITIC TELECOM
01884,EPRINT GROUP
01885,CH WOOD OPT
01888,KB LAMINATES
01889,SANAI HEALTH GP
01890,CHINA KEPEI
01891,HENG HUP
01894,HANG YICK HLDGS
01895,XINYUAN PM
01896,MAOYAN ENT
01897,MILLIONHOPE IND
01898,CHINA COAL
01899,XINGDA INT'L
01900,CHINA ITS
01901,FEIYANG GROUP
01902,YINCHENG INTL
01903,JBB BUILDERS
01905,HAITONG UT
01906,BONNY HLDG
01907,CHINA RISUN GP
01908,C&D INTL GROUP
01909,FIRE ROCK
01910,SAMSONITE
01911,CR HOLDINGS
01912,CONTEL
01913,PRADA
01915,TAIHE M-FIN
01916,JIANGXI BANK
01917,DOUMOB
01918,SUNAC
01919,COSCO SHIP HOLD
01920,HANDS FORM HLDG
01921,DALIPAL HLDG
01922,YINCHENG LS
01925,KWUNGS HOLDINGS
01927,JIUJIUWANG
01928,SANDS CHINA LTD
01929,CHOW TAI FOOK
01930,SHINELONG
01931,IVD MEDICAL
01932,CPM GROUP
01933,ONEFORCE HLDGS
01935,JH EDUCATION
01936,RITAMIX
01937,JIACHEN HOLDING
01938,CHU KONG PIPE
01939,TOKYO CHUO
01940,CGII HLDGS
01941,YE XING GROUP
01942,MOG HOLDINGS
01943,SILVER TIDE
01945,ZERO2IPO
01948,UJU HOLDING
01949,PLATT NERA
01950,DIWANG IND H
01951,JXR
01952,EVEREST MED-B
01953,RIMBACO
01955,JOHNSON HLDGS
01957,MBV INTL
01958,BAIC MOTOR
01959,CENT UNIT HLDG
01960,TBKS HLDGS
01961,INFINITIES TECH
01962,EVERGREEN PG
01963,BCQ
01965,LANDSEA LIFE
01966,CHINA SCE GROUP
01967,CONFIDENCE IN
01968,HINGTEX HLDGS
01969,CHINA CHUNLAI
01970,IMAX CHINA
01971,RSUN SER
01972,SWIREPROPERTIES
01975,SUN HING PRINT
01977,ANALOGUE HLDGS
01978,LH GROUP
01979,TEN PAO GROUP
01980,TIANGE
01981,CATHAY EDU
01982,NAMESON HLDGS
01983,LUZHOU BANK
01985,MICROWARE
01986,TSAKER NE
01987,BENG SOON MACH
01988,MINSHENG BANK
01989,PINE CARE GP
01991,TA YANG GROUP
01992,FOSUN TOURISM
01993,ASIARAY
01995,CIFI ES SERVICE
01996,RSUN PPT
01997,WHARF REIC
01999,MAN WAH HLDGS
02000,SIM TECH
02001,NEW HIGHER EDU
02002,SUNSHINE PAPER
02003,VCREDIT
02005,SSY GROUP
02007,COUNTRY GARDEN
02008,PHOENIX TV
02009,BBMG
02011,CHINA APEX GP
02012,SUNSHINE OIL
02013,WEIMOB INC
02014,OZNER WATER
02015,LI AUTO-W
02016,CZBANK
02017,CHANHIGH
02018,AAC TECH
02019,DEXIN CHINA
02020,ANTA SPORTS
02022,DIGIT HOLLYWOOD
02023,CHINA LUDAO
02025,RUIFENG POWER
02028,JOLIMARK
02030,CABBEEN
02031,AUSUPREME
02033,TIME WATCH
02038,FIH
02039,CIMC
02048,E-HOUSE ENT
02051,51 CREDIT CARD
02057,ZTO EXPRESS-SW
02060,PUJIANG INTL
02066,SHENGJINGBANK
02068,CHALIECO
02078,PANASIALUM
02080,AUX INTL
02086,LEADWAY TECH
02088,XIWANG PROPERTY
02096,SIMCERE PHARMA
02098,ZALL SMARTCOM
02099,CHINAGOLDINTL
02100,BAIOO
02101,FULU HOLDINGS
02102,TAK LEE MACH
02103,SINIC HOLDINGS
02107,FIRST SERVICE
02108,K2 F&B
02110,YUE KAN HLDG
02111,BEST PACIFIC
02112,CAA RESOURCES
02113,CENTURY GP INTL
02115,CHANNEL MICRON
02116,JS INNOV
02117,DATANG GROUP
02118,TIAN SHAN DEV
02119,TSIT WING INTL
02120,KN HOSPITAL
02121,AINNOVATION
02122,KIDSLAND INTL
02125,STRAWBEAR ENT
02126,JW THERAP-B
02127,HUISEN INTL
02128,CHINA LESSO
02129,LEGION CONSO
02130,CN LOGISTICS
02131,NETJOY
02132,LANDRICH HLDG
02133,GREENWAY MINING
02135,RAILY AESMED
02136,LIFESTYLE CHI
02137,BRII-B
02138,EC HEALTHCARE
02139,BANK OF GANSU
02142,HBM HOLDINGS-B
02146,ROISERV
02148,VESYNC
02150,NAYUKI
02152,SUXIN SERVICES
02153,TAT HONG EQUIP
02155,MORIMATSU INTL
02156,C&D PROPERTY
02157,LEPU BIO-B
02158,YIDU TECH
02159,MEDIWELCOME
02160,CARDIOFLOW-B
02161,JBM HEALTHCARE
02162,KEYMED BIO-B
02163,BROAD HOMES
02165,LING YUE SER GP
02166,SMART-CORE
02167,TI CLOUD
02168,KAISA PROSPER
02169,CANGGANGRAILWAY
02170,BASECARE-B
02171,CARSGEN-B
02172,MICROPORT NEURO
02175,CH GENERAL EDU
02176,CCID CONSULTING
02177,UNQ HOLDINGS
02178,PETRO-KING
02179,RECBIO-B
02180,MANPOWER GRC
02181,MABPHARM-B
02182,TIAN CHANG GP
02183,SANSHENG HLDG
02185,BIOHEART-B
02186,LUYE PHARMA
02187,ZHIXIN GP HLDG
02188,TITANS ENERGY
02189,KATO (HK) HLDGS
02190,ZYLOXTB-B
02192,MEDLIVE
02193,MAN KING HOLD
02195,UNITY ENT
02196,FOSUN PHARMA
02197,CLOVER BIO-B
02198,CHINA SANJIANG
02199,REGINA MIRACLE
02202,CHINA VANKE
02203,BRAINHOLE TECH
02205,KANGQIAO SER
02207,RONSHINE SERV
02208,GOLDWIND
02209,YESASIA HLDGS
02210,BEIJING JIAYE
02211,UNI HEALTH
02212,FB MINING
02215,DEXIN SER GROUP
02216,BRONCUS-B
02217,TAM JAI INTL
02218,ANDRE JUICE
02219,CHAOJU EYE CARE
02221,NEW CONCEPTS
02222,NVC INTL
02223,CASABLANCA
02225,JINHAI INTL
02226,HONWORLD GP
02227,SOLIS HOLDINGS
02230,MEDIALINK GROUP
02231,JY GRANDMARK
02232,CRYSTAL INTL
02233,WESTCHINACEMENT
02235,MICROTECH MED-B
02236,WISON ENGRG
02237,CHINA GRAPHITE
02238,GAC GROUP
02239,SMIT
02246,GOGOX
02250,SEMK HOLDINGS
02251,AIRDOC-B
02252,MEDBOT-B
02255,HAICHANG HLDG
02256,ABBISKO-B
02257,SIRNAOMICS-B
02258,WATTS INT'L
02260,VANOV HOLDINGS
02262,SLD GROUP
02263,FU SHEK FIN
02265,HC ENV TECH
02266,LAI SI ENT
02269,WUXI BIO
02270,DESUN SERVICES
02273,GUSHENGTANG
02276,CONANT OPTICAL
02278,HAILAN HLDGS
02279,YONGHE MEDICAL
02280,HC GROUP
02281,XINGLU WATER
02282,MGM CHINA
02283,TK GROUP HLDG
02285,CHERVON
02286,CHEN XING
02288,RYKADAN CAPITAL
02289,CHARMACY PHAR
02292,THING ON ENT
02293,BAMBOOSHEALTH
02295,MAXICITY
02296,HUARCHI GLOBAL
02297,RAINMED-B
02298,COSMO LADY
02299,BILLION IND
02302,CNNC INT'L
02307,KAM HING INT'L
02308,EVOC
02309,BIRMINGHAM SPTS
02310,TIMES UNI GP
02312,CH FIN LEAS-NEW
02313,SHENZHOU INTL
02314,LEE & MAN PAPER
02315,BIOCYTOGEN-B
02317,VEDAN INT'L
02318,PING AN
02319,MENGNIU DAIRY
02320,HOP FUNG GROUP
02321,SWANGCHAICHUAN
02322,HK CHAOSHANG GP
02323,RENCO HOLDINGS
02324,CAPITAL VC
02325,YUNKANG GROUP
02326,NPE HOLDINGS
02327,MEILLEUREHEALTH
02328,PICC P&C
02329,GLORY HEALTH
02330,CHINA UPTOWN
02331,LI NING
02333,GREATWALL MOTOR
02336,HAILIANG INTL
02337,UNITED STRENGTH
02338,WEICHAI POWER
02339,BWI INT'L
02340,ISP HOLDINGS
02341,ECOGREEN
02342,COMBA
02343,PACIFIC BASIN
02346,UNIVERSAL STAR
02347,YOHO GROUP
02348,DAWNRAYS PHARMA
02349,CH CITY INFRA
02350,MTT GROUP
02352,DOWELL SERVICE
02355,BAOYE GROUP
02356,DAHSING BANKING
02357,AVICHINA
02358,JIU RONG HOLD
02359,WUXI APPTEC
02360,BEST MART 360
02361,SINOHEALTH HLDG
02362,JINCHUAN INTL
02363,TONGDA HONG TAI
02368,EAGLE NICE
02369,COOLPAD GROUP
02370,REDCO HEALTHY
02371,CHUANGLIAN HOLD
02372,WEILI HOLDINGS
02376,LUSHANGSERVICES
02377,BOQI ENV
02378,PRU
02379,CCET
02380,CHINA POWER
02381,SMC ELECTRIC
02382,SUNNY OPTICAL
02383,TOM GROUP
02385,READBOY
02386,SINOPEC SEG
02388,BOC HONG KONG
02389,BJ HEALTH
02390,ZHIHU-W
02391,TUYA-W
02392,XUANWU CLOUD
02393,YESTAR HEALTH
02399,CN ANCHU ENERGY
02400,XD INC
02418,DEEWIN
02423,BEKE-W
02448,SPACE GROUP
02488,LAUNCH TECH
02500,VENUS MEDTECH-B
02518,AUTOHOME-S
02528,FW FASHION INT
02552,HUA MEDICINE-B
02558,JINSHANG BANK
02588,BOC AVIATION
02599,SHINSUN HOLD GP
02600,CHALCO
02601,CPIC
02602,ONEWO
02607,SH PHARMA
02608,SUNSHINE 100
02611,GTJA
02616,CSTONE PHARMA-B
02618,JD LOGISTICS
02623,ADD NEW ENERGY
02628,CHINA LIFE
02633,JACOBSON PHARMA
02638,HKELECTRIC-SS
02660,ZENGAME
02663,KPA-BM HLDGS
02666,UNI MEDICAL
02668,PAK TAK INT'L
02669,CHINA OVS PPT
02678,TEXHONG TEXTILE
02680,INNOVAX HLDGS
02682,YUN LEE MARINE
02683,WAHSUN HANDBAGS
02686,AAG ENERGY
02688,ENN ENERGY
02689,ND PAPER
02696,HENLIUS
02698,WEIQIAO TEXTILE
02699,XINMING CHINA
02700,GREEN INTL HLDG
02708,IBO TECH
02718,DONGZHENG AFC
02722,CHONGQING M&E
02727,SH ELECTRIC
02728,JINTAI ENERGY H
02738,HUAJIN INTL
02768,JIAYUAN INTL
02772,ZHONGLIANG HLDG
02777,R&F PROPERTIES
02779,CH XINHUA EDU
02789,YUANDA CHINA
02798,PER ENERGY
02799,CHINA HUARONG
02858,YIXIN
02863,GOLDEN FAITH GP
02866,COSCO SHIP DEV
02869,GREENTOWN SER
02877,SHINEWAY PHARM
02878,SOLOMON SYSTECH
02880,LIAONING PORT
02882,HKRH
02883,CHINA OILFIELD
02885,PEIPORT HOLD
02886,BINHAI INV
02888,STANCHART
02892,MILLION CITIES
02899,ZIJIN MINING
02903,VICTORY CITY
02906,WAH YAN-OLD
02959,ENERGY INT-OLD
02960,WISE ALLY-OLD
02961,CH FIN LEAS-OLD
02962,SHENG YUAN-OLD
02963,GD-HKGB-OLD
02965,CHEALTHWISE-50K
02966,JIA YAO H RTS
02967,CH FIN LEAS RTS
03300,CHINA GLASS
03301,RONSHINECHINA
03302,KINERGY
03303,JUTAL OIL SER
03306,JNBY
03308,GOLDEN EAGLE
03309,C-MER EYE
03311,CHINA STATE CON
03313,ARTGO HOLDINGS
03315,GOLDPAC GROUP
03316,BINJIANG SER
03318,CHINA BOTON
03319,A-LIVING
03320,CHINARES PHARMA
03321,WAI HUNG GROUP
03322,WIN HANVERKY
03323,CNBM
03326,PERFECT GROUP
03328,BANKCOMM
03329,BOCOM INTL
03330,LINGBAO GOLD
03331,VINDA INT'L
03332,SINOLIFE UTD
03333,EVERGRANDE
03336,JU TENG INTL
03337,ANTON OILFIELD
03339,LONKING
03344,GTI HLDGS
03347,TIGERMED
03348,CHINA PENGFEI
03360,FE HORIZON
03363,ZHENGYE INT'L
03366,OCT (ASIA)
03368,PARKSON GROUP
03369,QHD PORT
03377,SINO-OCEAN GP
03380,LOGAN GROUP
03382,TIANJINPORT DEV
03383,AGILE GROUP
03389,HENGDELI
03390,TYCOON GROUP
03393,WASION HOLDINGS
03395,JX ENERGY
03396,LEGENDHOLDING
03398,CHINA TING
03399,YUEYUN TRANS
03600,MODERN DENTAL
03601,LUDASHI
03603,XINJI SHAXI
03606,FUYAO GLASS
03608,YONGSHENG MAT
03613,TONGRENTANGCM
03616,EVER REACH GP
03618,CQRC BANK
03623,C SUCCESS FIN
03626,HSSP INTL
03628,RENHENG ENT
03633,ZHONGYU ENERGY
03636,POLY CULTURE
03638,HUABANG TECH
03639,YIDA CHINA
03658,NEW HOPE SERV
03662,AOYUAN HEALTHY
03666,SHANGHAI XNG
03668,YANCOAL AUS
03669,YONGDA AUTO
03678,HOLLY FUTURES
03680,SUOXINDA
03681,SINOMAB BIO-B
03683,GREAT HARVEST
03686,CLIFFORDML
03688,TOP SPRING
03689,KANGHUA HEALTH
03690,MEITUAN-W
03692,HANSOH PHARMA
03698,HUISHANG BANK
03699,EB GRAND CHINA
03700,INKEVERSE
03708,CH SUPPLY CHAIN
03709,EEKA FASHION
03718,BJ ENT URBAN
03728,CHING LEE
03737,ZHONGZHIPHARM
03738,VOBILE GROUP
03759,PHARMARON
03768,DCWT
03773,NNK
03778,CHINA WEAVING
03788,CHINA HANKING
03789,ROYAL DELUXE
03798,HOMELAND ITL
03799,DALI FOODS
03800,GCL TECH
03808,SINOTRUK
03813,POU SHENG INT'L
03816,KFM KINGDOM
03818,CHINA DONGXIANG
03822,SAM WOO CONS
03828,MING FAI INT'L
03830,KIDDIELAND
03833,XINXIN MINING
03836,HARMONY AUTO
03838,CHINA STARCH
03839,CT ENTERPRISE
03848,WEALTHY WAY
03860,EPS HEALTH TECH
03866,BQD
03868,XINYI ENERGY
03869,HOSPITAL CORP
03877,CSSC SHIPPING
03878,VICON HOLDINGS
03882,SKYLIGHT HLDG
03883,CHINA AOYUAN
03886,TOWN HEALTH
03888,KINGSOFT
03889,GLOBAL SWEET
03893,CROSSTEC
03898,TIMES ELECTRIC
03899,CIMC ENRIC
03900,GREENTOWN CHINA
03903,HANHUA FIN
03908,CICC
03913,KWG LIVING
03918,NAGACORP
03919,GOLDENPOWER
03928,S&T HLDGS
03931,CALB
03933,UNITED LAB
03938,LFG INV HLDGS
03939,WANGUO MINING
03948,YITAI COAL
03958,DFZQ
03963,RONGZHONG FIN
03968,CM BANK
03969,CHINA CRSC
03978,BESTSTUDY EDU
03983,CHINA BLUECHEM
03988,BANK OF CHINA
03989,CAPITAL ENV
03990,MIDEA REAL EST
03991,CHANGHONG JH
03993,CMOC
03996,CH ENERGY ENG
03997,TSO
03998,BOSIDENG
03999,DACHAN FOOD
04332,AMGEN-T
04333,CISCO-T
04335,INTEL-T
04336,APPL MATERIAL-T
04337,STARBUCKS-T
04338,MICROSOFT-T
04613,ZZBNK 17USDPREF
04614,CMB 17USDPREF
04615,BOJZ 17USDPREF
04616,BCQ 17USDPREF
04617,ZYBNK 18USDPREF
04618,GRCB 19USDPREF
04619,BOC 20USDPREF
04620,ICBC 20USDPREF
04621,CINDA 21USDPREF
06030,CITIC SEC
06033,TELECOM DIGIT
06036,APEX ACE HLDG
06038,G & M HLDGS
06049,POLY PPT SER
06055,CTIHK
06058,CISI FIN
06060,ZA ONLINE
06063,LOTUS HORIZON
06066,CSC
06068,WISDOM EDU INTL
06069,SY HOLDINGS
06078,HYGEIA HEALTH
06080,WING CHI HLDGS
06083,WORLD-LINK LOG
06088,FIT HON TENG
06090,CENTURION CORP
06093,HEVOL SERVICES
06098,CG SERVICES
06099,CMSC
06100,TONGDAO LIEPIN
06108,NEW RAY MEDIC
06110,TOPSPORTS
06111,DAFA PPT
06113,UTS MARKETING
06116,LA CHAPELLE
06117,RIZHAO PORT JR
06118,AUSTAR
06119,TIAN YUAN GP
06122,JIUTAI RCB
06123,YTO EXP INTL
06127,JOINN
06128,GRAPHEX GROUP
06133,VITAL INNO
06136,KANGDA ENV
06138,HARBIN BANK
06158,ZHENRO PPT
06160,BEIGENE
06161,TARGET INS
06162,TR INTERIORS
06163,GEMILANG INTL
06166,CHINA VAST
06168,U-TON FUTURE
06169,YUHUA EDU
06178,EB SECURITIES
06182,TWINTEK
06185,CANSINOBIO
06186,CHINA FEIHE
06188,BJ DIGITAL
06189,ADWAY
06190,BANKOFJIUJIANG
06193,TAILAM TECHCON
06196,BANKOFZHENGZHOU
06198,QINGDAO PORT
06199,BANK OF GUIZHOU
06288,FAST RETAIL-DRS
06600,SCICLONE PHARMA
06601,CHEERWIN GP
06606,NH HEALTH-B
06608,BAIRONG-W
06609,HEARTCARE-B
06611,SANXUN GROUP
06616,GLOBAL NEW MAT
06618,JD HEALTH
06622,ZHAOKE OPHTH-B
06626,YUEXIU SERVICES
06628,TRANSCENTA-B
06633,QINGCI GAMES
06638,OCFT
06639,ARRAIL GROUP
06655,HUAXIN CEMENT
06660,AIM VACCINE
06661,HUZHOU GAS
06663,IWS GROUP
06666,EVERG SERVICES
06667,MEGA GENOMICS
06668,E-STAR CM
06669,ACOTEC-B
06677,SINO-OCEAN SERV
06680,JLMAG
06686,NOAH HOLDINGS-S
06689,HONGJIU FRUIT
06690,HAIER SMARTHOME
06699,ANGELALIGN
06805,KIMOU ENVIRON
06806,SWHY
06808,SUNART RETAIL
06811,TAI HING GROUP
06812,WINSON HLDGS HK
06816,PROSPER CONS
06818,CEB BANK
06819,INTELLICENTRICS
06820,FRIENDTIMES
06821,ASYMCHEM
06822,KING'S FLAIR
06823,HKT-SS
06826,HAOHAI BIOTEC
